	text	airline_sentiment	at	polarity	label
4890	La suerte no es para siempre, Iberia desciende a segunda división ►	negative		0.028061882045548214	2
4891	Buen viaje! 	positive		0.889464416300325	1
4892	 con RyanAir y FlyBe... obvio que esos precios solo en algunas rutas y algunos días. Igual, siempre sale… 	positive	@OldemarCRC	0.0021395598150961734	1
4893	 Sobre las 16:45 ya estaba en la puerta de embarque y a las 17:20h, hora que se suponía que salía el vuelo,… 	negative	@Ryanair	0.0016228403682381062	2
4894	La escritura más antigua de Iberia, ¿en la estela de Montoro? 	negative		0.2560548931798208	2
4895	 o sea tengo que invertir más dinero, para que en el momento de mis vacaciones.no disponerlo porque he tenid… 	negative	@Iberia	2.652430508803739e-06	2
4896	Es increíble que en 3 días no sepa nadie de  dónde están mis maletas. Que no contesten ni aeropuerto de Gran… 	negative		0.003918783884380064	2
4897	 ¡Hola! Estoy mirando vuelos de ORY a PTP en agosto, pero salgo desde MAD. En la web de  apar… 	neutral	@flywithlevelES	0.0047617675863403435	0
4898	   Te han tratado tan bien como a un recién nacido, si lo comparo con mi situación… 	negative	@Finder_marc	0.007375832538126685	2
4899	  Ánimo, -Fran- 😅😌	negative	@FranciscoFdez	0.49789225920557484	2
4900	¡Última hora! Vuelos con Ryanair desde sólo 6,95€ el trayecto ➡️ Turismo oferta 	neutral		0.37503356993390785	0
4901	     aunque su respuesta puede ser correcta ni  o  op… 	neutral	@the_blume	0.0014331059769648016	0
4902	¡Una ola de rabia recorre Europa! Imperator Iberia y su banda arrasa el Viejo-muy-viejo y Decrépito Mundo, defecand… 	positive		0.2855537386684122	1
4903	 La empresa jamas consideró que me han obligado a permanecer en La Florida mientras 5 millones de personas e… 	negative	@Iberia	8.242270709693221e-05	2
4904	Con  mi destino a un solo click. ¡Deseadme suerte! HolaColombia. Hola 79 destinos europeos al mejor precio 	neutral		0.00694959441669791	0
4905	 Ya esta puesta la reclamacion. Numero de actividad: 1-1VDLE20. Espero su pronta respuesta.	positive	@Iberia	0.009992190179306642	1
4906	 En Ryanair tendría muchos problemas	negative	@rosabelmonte	0.4125907065158861	2
4907	La exposición de Iberia sobre la aviación cierra con más de 10.000 visitantes   	positive		0.06856880094933301	1
4908	  RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEE… 	negative	@Iberia	0.00014082894738025732	2
4909	Ryanair obligará a los andaluces a facturar el duende 	neutral		0.39368841650289776	0
4910	Grande IB! 	positive		0.7300840865009319	1
4911	Tenía programado un viaje a Bélgica para el 1 de Dic, pero me parece que el trabajo me lo va a fastidiar. Sabéis si… 	neutral		6.6652159363346385e-06	0
4912	 Depende de la compañía... en Ryanair esa cía corriendo es más bien para que no te facturen el equipaj… 	negative	@Ricky_ot2017	0.00010180293676280605	2
4913	 Plaza de España, Seville, Spain	neutral	@Ryanair	0.9999894666877119	0
4914	Con  mi destino a un solo click. ¡Deseadme suerte! HolaColombia. Hola 79 destinos europeos al mejor precio 	negative		0.00694959441669791	2
4915	    Yo siempre que me he sentado en salida de emergencia me han preguntado… 	neutral	@Qukika	0.0008584967391921907	0
4916	Ryanair ofrecerá quince nuevas rutas desde Sevilla  vía 	positive		0.9788633738569956	1
4917	  Ostras! Seguís allí?	negative	@Urrutis	0.45024491149652374	2
4918	En  junto a  inauguramos la sección 👉🏼 TipsViajeros y te contamos varios datos curiosos de grandes… 	positive		0.5022209407271734	1
4919	Japón Directo, vuelo con IBERIA a Tokyo, 10 días desde 2.990€ Tax Incl. 	neutral		0.6900602533726498	0
4920	Alguien quiere que esta Noche Vieja sea memorable de verdad... 	negative		0.00048328700025236773	2
4921	Iberia refuerza su apuesta por Puerto Rico como destino turístico -  	positive		0.9325898743588464	1
4922	 cómo puedo denunciar Ryanair?	neutral	@consumidores	0.2545096743823353	0
4923	         Es sincero nuestro agrad… 	positive	@berni_nurse	0.3992283171432789	1
4924	 Saben qué es lo que nos enoja a los consumidores de ustedes? Que no dicen nada porque no quieren comunicarl… 	negative	@Iberia	4.6692765510230866e-11	2
4925	Iberia express se equivoca al colocar mis apellidos en el billete y me dicen que tengo que pagar 30€ por gastos adm… 	negative		2.4817867584065897e-07	2
4926	Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas vIDEO 	neutral		0.6450087684755177	0
4927	 en serio, lo de la recogida de equipajes en Barajas es insoportable! Aterriza el avión a las 21:55 y la 1a maleta exp 22:54 	negative	@aena	0.3083557238226617	2
4928	Con  mi destino a un solo click. ¡Deseadme suerte! HolaColombia. Hola 79 destinos europeos al mejor precio 	neutral		0.00694959441669791	0
4929	 Iberia es lo mejor!!! Excelentes conexiones para llegar a los mejores puntos de Europa!!! T4 Barajas.. buen… 	positive	@Iberia	0.9988623829775621	1
4930	 roban valijas y no se hacen cargo. Me hacen hacer denuncia policial y no reconocen nada. NO USEN  porque les arruina el viaje	negative	@Iberia	1.2070404915971348e-05	2
4931	 me cobra 20€ por que el call center me haga una gestión que no te deja hacerla por la web. Gran experiencia.iberia	negative	@Iberia	2.044266618698507e-06	2
4932	 Madrid	neutral	@Ryanair	0.9740997906387266	0
4933	Iberia a tope con el I+D. Están batiendo el record del mundo de asientos pequeños en un avión. Mucho más amplios los de Easyjet o Ryanair.	negative		0.05289187625462661	2
4934	   dondeestalamaleta 5 dias y contando!	negative	@MelyssaMartnez	0.31857999659820957	2
4935	Los pilotos de Ryanair crean en España su propia sección sindical dentro del Sepla  	neutral		0.38950841995098	0
4936	 Somos DE LOS POCOS PAISES que la aerolinea de bandera es MANTENIDA con la plata de los contribuyen… 	negative	@PeroniaRepublic	0.005120015584782561	2
4937	Acabo de bajar de un vuelo de Ryanair. Tranquilos, he sobrevivido. A ver si tengo la misma suerte a la vuelta 🤞🏻	negative		0.06235904268559045	2
4938	   Que verguenza! Luego se quejan de las condiciones laborables!	negative	@ivan_cortina	0.01556797271910159	2
4939	 Idem aquí con ryanair. Cojo un Berlín- Alicante porque es directo. Pese a que no me gusta.. Pero bueno, a… 	negative	@overdrv	0.00017799618962659904	2
4940	 Qué va. Hace años que se esfumó de Girona. RyanAir mantenía casi toda la actividad del aeropuerto, así q… 	negative	@spanexpat	0.0028081743938056895	2
4941	  Te invito a que te toque un huracán como el Irma y que Iberia te quiera cobrar penalidad… 	negative	@marcelob787	0.0007727335019782216	2
4942	Aquí la que va dando lecciones de izquierdismo. Y se queda tan agusto. Mi apoyo a los trabajadores de Iberia. 	negative		0.0016914809041130318	2
4943	 Por la nariz redonda, el tren delantero largo, los aletines, y aparente tamaño, apuesto por un Airbus-320.… 	neutral	@infoSCQ	0.5369369553652455	0
4944	 llevo días esperando una respuesta a una cuestión que me obligan a plantear por mail. Nadie me ha contestad… 	negative	@Iberia	6.362074445580855e-06	2
4945	Después de estar toda la mañana llamando a ryanair cada uno nos dice una cosa diferente. Seguimos en Londres...	negative		0.00022523628105030507	2
4946	Oh wow que buena compañía que es Iberia, que bien organizado lo tiene todo la verdad...	positive		0.6431276560496336	1
4947	El personal de tierra de Ryanair en España convoca huelga el próximo día 30 de diciembre 	negative		0.9950434894990162	2
4948	 pueden ustedes ayudarnos? Es real o fake?	negative	@Iberia	0.7391235672430065	2
4949	Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] 	neutral		0.6450087684755177	0
4950	 ¡Cierto, muy cierto! Una familia ilusionada, renovada, en la que cada uno de sus miembros quiere hacerla aú… 	neutral	@Iberia	0.0014007574119632028	0
4951	Una pregunta sobre Iberia: ¿Uds. prefieren a Cataluña en España o independiente?	neutral		0.9226307503989875	0
4952	Con  mi destino a un solo click. ¡Deseadme suerte! HolaArgentina. Hola 79 destinos europeos al mejor precio 	neutral		0.00694959441669791	0
4953	IBERIA AÑADIRÁ MÁS VUELOS A BUENOS AIRES - Iberia añadirá tres vuelos por semana entre Buenos Aires y Madrid a ... 	positive		0.7970667991917652	1
4954	Un poquito de autobombo: Vueling y Ryanair, a la cabeza de los más de 300.000 vuelos retrasados en los primeros nue… 	negative		0.00026480446296060073	2
4955	        	neutral	@AeroAsturias	0.49789225920557484	0
4956	 igualmente, te acuerdas cuando el año pasado en enero Ryanair puso pasajes a 10 pavos y fui? este año… 	neutral	@santi_demyx	0.0011387346887158929	0
4957	 En 2 ocasiones la tripulación de tierra me ha dicho que no existe embarque preferente. Creo que deberíais a… 	neutral	@Iberia	6.745992587473612e-05	0
4958	  Habrán juntado dos vuelos x motivos de operaciones. Bastante común. Os han indemnizado nada más partir el vuelo?	neutral	@juanmerodio	0.0007051895828881958	0
4959	 ¿Cómo es posible que un vuelo de su cía me aparezca en la web de Iberia y no en la suya?	neutral	@vueling	0.0002995884973229255	0
4960	 HolaArgentina. Viaje con usyedes y la experiencia estuvo buenisima. Espero repetirla	positive	@Iberia	0.3909806427455006	1
4961	"  Yo también tuve una pésima experiencia con  
Nunca más viajo con esa línea aérea"	negative	@PaulinaAstrozaS	5.77270186655764e-09	2
4962	"BuenViernes Porque?
ESTAMOS COMO EN 1982

● Nos interesa ó nos venden más:
 el Sorteo del Mundial de Rusia
QUE
● E… "	negative		0.019302841931853873	2
4963	 Que parecido el interior a 	neutral	@aviacionline	0.1466851228702188	0
4964	 A350!? Los van a usar en la ruta a EZE?	neutral	@Iberia	0.1649632341383392	0
4965	"Pilotos de Ryanair en Irlanda, Italia y Alemania convocan huelgas
"	negative		0.4507454498615163	2
4966	 Madrid TravelThursday	neutral	@Ryanair	0.9740997906387266	0
4967	Lo mejor del viaje de Buenos Aires a Madrid fue toparme entre las sugerencias discográficas de Iberia con el gran… 	positive		0.9997584907603033	1
4968	Los pilotos de Ryanair desconvocan la huelga tras ver reconocidos sus sindicatos  	positive		0.03330094850515318	1
4969	  Jiji ;) en cuanto pueda pero desde LEI me es más fácil combinar los intercontinental con Iberia ;))	neutral	@flywithlevelES	0.25997253976429796	0
4970	 Llevo una semana intentando sacar el vuelo y sucede lo mismo pero ya veo que por comentarios es habitual en iberia	negative	@iberiaexpress	1.8322113143218253e-05	2
4971	  Debería demandarlos, tras de todo le destruyen un trofeo. Desgraciados. Ya tengo referencia… 	negative	@Iberia	0.008556237725540334	2
4972	Iberia apuesta al mercado argentino. 	neutral		0.592266883517662	0
4973	Ryanair reclutará a tripulantes en Sevilla  Via 	positive		0.8567768078059305	1
4974	Vivimos en los años del 'Yo antes que nadie', 'Yo más listo que nadie', 'Yo me lo merezco todo' y el 'Yo no espero'… 	negative		8.907933748071527e-09	2
4975	 buenos dias se presenta una falla en mi calle urb alto barinas sur calle iberia barinas edo barinas… 	negative	@CORPOELECinfo	0.3365277420159289	2
4976	Aerolínea Iberia le devolvió la bicicleta a ‘Supermán’ López  vía 	neutral		0.8037342496419028	0
4977	Con  mi destino a un solo click. ¡Deseadme suerte! HolaColombia. Hola 79 destinos europeos al mejor precio 	neutral		0.00694959441669791	0
4978	Con  mi destino a un solo click. ¡Deseadme suerte! HolaColombia. Hola 79 destinos europeos al mejor precio 	neutral		0.00694959441669791	0
4979	Anuncian expansión de Iberia en Puerto Rico  	negative		0.9232598574711439	2
4980	 Buffff... ni te cuento las veces que me las han perdido a mi!!! Pero siempre aparecen... tarde pero aparecen 	negative	@jonkortajarena	1.8838460547882733e-05	2
4981	[VIDEO] Ryanair expulsa a una pasajera con la Guardia Civil por llevar una bolsita de mas.  	negative		0.031113183917345064	2
4982	 Felicidades IBERIA.	positive	@Iberia	0.49789225920557484	1
4983	La compañia Iberia ha retirado todos los productos catalanes de sus cartas. Mariano, no te hacen caso?. O el cinism… 	negative		0.005320002832530199	2
4984	Con  mi destino a un solo click. ¡Deseadme suerte! HolaArgentina. Hola 79 destinos europeos al mejor precio 	positive		0.00694959441669791	1
4985	 Mirá yo compré un pasaje a Madrid para marzo y en Iberia me salía 18000 y en aerolíneas 22000. Cuatro lucas, es mucho.	negative	@negrowernicke	0.7793507724171128	2
4986	 a que mail os puedo escribir para realizar una consulta sobre un vuelo? ¡Gracias!	neutral	@Iberia	0.049462590724892355	0
4987	Lamentable lo del viaje Santiago-Milán de esta tarde con  Una hora ya y siguen sin abrir la puerta de emba… 	negative		4.0148338281745215e-05	2
4988	Taxistas y  ganan la batalla a los trayectos Barajas-Madrid publicitados en vuelos de Ryanair… 	neutral		0.9455747239241453	0
4989	.  dejará de volar a GuineaEcuatorial a partir del 23 de enero  	neutral		0.29758520960370927	0
4990	El colmo  no responde por las maletas de una amiga...   quien se pronuncia?	negative		0.0018446289477005605	2
4991	Vuelo de  aproximándose al SeveBallesteros  en un bonito atardecer en Santander 	neutral		0.8376697175327849	0
4992	 vuelo cogido, gracias  😘	positive	@Renfe	0.6504823167618734	1
4993	 ¡Muchas gracias! ¿No se puede pagar a plazos💵? 🤔CMUOC	neutral	@Iberia	0.0030433259222140347	0
4994	23 presidentes municipales asesinados en México durante este Gobierno – Noticias con Karla…  	negative		0.43050641387185196	2
4995	 me encantaría que me devuelvan el costo del servicio que no cumplieron y reclamé hace más de un mes. Gracias..	negative	@Iberia	3.176178332132027e-05	2
4996	   Cagarte en sus muerto minimo	negative	@titonakata	0.247063879962607	2
4997	 Fuerteventura TravelThursday	neutral	@Ryanair	0.49789225920557484	0
4998	  Está estupendo. Para mi es, junto con la convocatoria de huelga en Iberia y/o Renfe, lo que… 	negative	@Danipaquitof	0.503155269634819	2
4999	HolaEuropa a París con  	neutral		0.5017543432377519	0
5000	 Os acabo de mandar los datos. Gracias	neutral	@Iberia	0.16960494414141652	0
5001	Iberia Express celebra su Quinto Aniversario con una oferta única, 5.000 plazas a 5€  	positive		0.7179405886151954	1
5002	  Se habrá de investigar como un despacho de abogados de la familia de la Sra  Nuri… 	negative	@nuriadgc	0.17602245426704494	2
5003	 fue la primera vez que viaje, Madrid -Praga con mi hijo en navidades y la atencion fue excelente: sin fila… 	positive	@Iberia	0.9986538177356468	1
5004	Con  mi destino a un solo click. ¡Deseadme suerte! HolaArgentina. Hola 79 destinos europeos al mejor precio 	neutral		0.00694959441669791	0
5005	"Llevo 3 intentos para sacar un billete en febrero.
Vuestra pagina da error continuamente cuando intento pagar.
Camb… "	negative		0.0013961122114135762	2
5006	cosasdeaeropuertos viajar vuelo nacional-internacional,no dejarte facturar destino final,por ser residente?? Resul… 	negative		0.0963861302346697	2
5007	¿Cómo consigue una compañía de la talla de  salir de la crisis y mejorar en reputación e imagen? Su head of… 	positive		0.005844511741538782	1
5008	 Felicidades, pero ¿ Algún siglo con un A380 o solo tiene derecho BA? pregunta	neutral	@Iberia	0.10323947763724091	0
5009	viajando a aeropuerto de Barcelona desde Sala VIP Spanair - Aeropuerto de Barcelona 	positive		0.9999328392695895	1
5010	"Maria: hay ofertas en ryanair!
Ana: 😏
Yo: 🌚

VAMONOS A LONDRES PEQUEÑAS"	positive		0.13585971134341343	1
5011	 El servicio un desastre, sentado en el avion esperando salir desde Ámsterdam a Madrid, y no paran de darnos… 	negative	@Iberia	1.2762019760323051e-05	2
5012	 Y la idea es poner al usuario/gente en contra, simple qué casualidad lo de level e Iberia, qué loco...	negative	@TanaFlying	0.0011181976005825327	2
5013	  No sé porqué coño tenéis grupos de embarque si luego la gente se lo salta a la torera y no hacé… 	negative	@snbrussels	1.481817377933077e-05	2
5014	Ryanair retrasa hasta el 15 enero su cambio en la política de equipaje de mano 	neutral		0.07032771744604624	0
5015	 ¡acabo de lograrlo! quizás era algo temporal. gracias	neutral	@Iberia	0.2362108925351446	0
5016	En mi opinión los mejores son   	positive		0.11222532226195307	1
5017	 Pago 45 euros por una salida de emergencia, hago el checkin y en la puerta de embarque me cambian sin motiv… 	negative	@Iberia	0.0030320135121882107	2
5018	Hola  Creéis que llegaremos a cenar con la familia en Madrid? El vuelo IB3231 procedente de Roma tiene 3 horas de retraso 😡	negative		0.9865543863939489	2
5019	 Que es contactar por DM ? Yo sigo hablando a  diario pero si me dice donde o cómo comunicarme le doy… 	neutral	@Iberia	6.192408764533711e-06	0
5020	 Si la visualizo pero el sistema me manda un formato de passbook de android no de ios por lo que no puedo ag… 	negative	@Iberia	5.028200114164257e-07	2
5021	 GRACIAS!	positive	@Iberia	0.5533970533999424	1
5022	 HolaArgentina ¡Que nerviosssss y que ganas! 😍😍🍀❤️  ArgentinaConIberia 	neutral	@Iberia	0.07865295083279945	0
5023	 HolaArgentina       Hola Iberia!👏👏👏	neutral	@Iberia	0.06062516730565888	0
5024	Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] 	negative		0.6450087684755177	2
5025	  Boh, ni lo intento!! Las Vegas - Granada me parece que lo tienen demasiado difícil para man… 	negative	@marthalaura_mt	4.512581184387515e-06	2
5026	Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… 	positive		0.07007665747187106	1
5027	A330 de  aterrizando por la 32L de Madrid-Barajas Aviation photography Airplane landing madrid 	neutral		0.9999496952619592	0
5028	 Siguen sin dar solución. Solo la que perjudique al usuario.	negative	@Iberia	0.002289017309195766	2
5029	"Partido k se nos complica con un 2-0 inicial y lo resolvemos 2-7,grande equipo.
Iberia en la cabeza yaaaa. "	neutral		0.020231049442790153	0
5030	HERO 	neutral		0.49789225920557484	0
5031	 selecciona Técnicos de Mantenimiento Aeronáutico (TMA)  empleo	positive	@Iberia	0.19487825613233287	1
5032	   Gracias!	positive	@DonostiAir	0.5533970533999424	1
5033	Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… 	positive		0.07007665747187106	1
5034	"Lo bueno: me tocó salida de emergencia y puedo ir a mis anchas.
La mala: es Ryanair por lo que es muy probable que… "	neutral		6.067983383682234e-06	0
5035	Ryanair no permitirá volar con la maleta de cabina si no se paga un suplemento de 5 euros  vía 	neutral		0.00023816621615390038	0
5036	  Tú en eso es el número 1 y un gran maestro😊😙😙😙	positive	@internauta2009	0.5203695228540582	1
5037	 Y hasta cuándo ésto es permitido y no sancionado??????       	negative	@laprovincia_es	0.18000296784802458	2
5038	"Retweeted EL COMERCIO (

🛫 Ryanair reclutará en Oviedo a nuevos tripulantes de cabina... "	positive		0.4663917579447527	1
5039	RT Iberia: jatirado Esperamos que disfrutes de tu vuelo y tengas un gran viaje. ¡Felices fiestas! RedesSociales CincoPalabras	positive		0.2821121801776111	1
5040	Iberia perjudica a cientos de usuarios al cancelar una conexión con Madrid  vía 	negative		0.9990136352193165	2
5041	Los pilotos de Ryanair en Irlanda, Alemania, Italia y Portugal van a la huelga justo antes de Navidad… 	negative		0.05223281769056231	2
5042	 ¡Qué bonito detalle ponerle al A319 el nombre de don Horacio Echevarrieta! Pero habría estado más bonito a… 	negative	@Iberia	0.037819970702639004	2
5043	 No. Al de iberia. Tenes que hacer retuit. No un tuit	negative	@Locatti	0.005107137550839058	2
5044	  Menuda vergüenza! Espero que  solucione esto cuanto antes 😡	negative	@_CindyCastillo_	4.37166330752178e-05	2
5045	"Gracioso ha estado el👨🏻‍✈️Ángel J. Meléndez anunciándonos casi consternado el miniretraso del IB0532  ✈️

¡Q… "	positive		0.12482521123918111	1
5046	Y ni eso 	neutral		0.020343258905918104	0
5047	 Fuerteventura TravelThursday 	neutral	@Ryanair	0.49789225920557484	0
5048	 Yo? Veo bien y no vuelo con Ryanair, y tú? 😜😘	neutral	@JanoTwoFaces	0.03725237039739561	0
5049	Madre mía!!!! 	negative		0.2836877314068293	2
5050	Línea Directa, Ryanair y la larga lista de empresas que engañan con los 902  vía 	negative		0.2539994476574095	2
5051	Ryanair se ofrece a reunirse con los pilotos irlandeses antes de la huelga 	positive		0.0531972676856095	1
5052	"Retweeted Público (

Tripulantes de cabina denuncian a Ryanair por irregularidades y fraude en los... "	negative		0.2829580367494854	2
5053	"Colombia |  ofrecerá vuelos adicionales Bogotá-Madrid en 2018
"	positive		0.9987412385884642	1
5054	 buenos días, acabo de escribirles un DM. Estoy teniendo problemas para facturar una maleta. Gracias	negative	@Iberia	0.003678716188308206	2
5055	Economía - Ryanair registró un beneficio de 1.293 millones de euros en la primera mitad de su ejercicio fiscal,... 	positive		0.0001847292729149121	1
5056	  En  también, hay tantos pasajeros en prioridad que nos quitan la maleta a todos… 	negative	@javiruiz1973	0.4899662780963026	2
5057	Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… 	neutral		0.07007665747187106	0
5058	 HIJOS DE PUTA	negative	@Iberia	0.3913919011489233	2
5059	Gracias  Por dar información incorrecta por tfno de vuestras cancelaciones y por este inexistente servicio… 	negative		0.0051070145812987	2
5060	Entre 1976 y 1978, el terrorista islámico Osama Bin Laden trabajó en la aerolínea española Iberia, como director de ventas	negative		0.016122933882887425	2
5061	Iberia replantea su estrategia en Ecuador 	neutral		0.36360797070993217	0
5062	 Eso ya lo sé, reembolsáis toda la reserva o sólo el vuelo cancelado? No me vale ningún vuelo de ryanair… 	negative	@Ryanair_ES	1.1136255506708168e-05	2
5063	. alcanza la meca del rigor y la objetividad en su particular cruzada contra  cc… 	positive		0.11850585797382705	1
5064	 Y si estoy al tanto de la politica de asignación de asientos... Simplemente con los ajetreos un pasajero ag… 	negative	@Iberia	0.017067369574063466	2
5065	"El ultimo post de mi primo Javi.
Sin duda amaba lo que hacía.
Fue la fiesta navideña en la iberia que organizaba l… "	negative		0.04597075897495546	2
5066	Pero los únicos criticados, difamados  y odiados son los de Aerolineas Argentinas. 	negative		0.07988458295302782	2
5067	  que terrible! llevo 4 meses reclamando por una maleta perdida y me dicen que mis correos no pueden ser leídos...	negative	@pabloand1987	1.1483715756727928e-08	2
5068	 ya 17 dias sin mi valija perdida...unaverguenza	negative	@Iberia	0.0990780297244543	2
5069	Juanita  y yo le decimos HolaEuropa gracias a ❤️❤️❤️❤️❤️❤️❤️ ¡Nos vamos para la increíble ROM… 	positive		0.08421693669551192	1
5070	una amiga ha encontrado una oferta en ryanair y cágate que tal vez nos vamos a bruselas un finde por 15 euros cada una	positive		0.0002314219610702503	1
5071	"  Siii! El primer disco que escuché fue ""El espíritu del vino"" y si de ahí no pare. Me entienden.… "	neutral	@BradCuper	0.0003369874746447605	0
5072	Iberia Express ofrece descuentos del 25% en sus vuelos utilizando el número del Gordo de la Lotería… 	positive		0.3914565932988085	1
5073	 Muy lógico teniendo en cuenta que sólo existen vuelos de l-v.La solución no llegó por vuestra compañía aunq… 	negative	@Iberia	6.210084501175681e-06	2
5074	        	neutral	@lacosmopolilla	0.49789225920557484	0
5075	Cuando haces un viaje de larga distancia con  sales del avión pesando 3 kilos más... Todo muy rico!	neutral		0.9997019639973117	0
5076	Con  mi destino a un solo click. ¡Deseadme suerte! HolaArgentina. Hola 79 destinos europeos al mejor precio 	neutral		0.00694959441669791	0
5077	    Muchas gracias. Pero la notificación de  a mi corre… 	negative	@Ryanair_ES	0.04829291681820872	2
5078	LaRioja Las rebajas llegan a los viajes: Iberia y Air Europa ofrecen billetes por 29 euros 	positive		0.4001976504843408	1
5079	  Joder... espero que sea un error puntual, si no, es una cagada de las gordas...	neutral	@mabescoz	4.435595521123043e-06	0
5080	  Por aqui estoy deseando ser la ganadora!	positive	@Iberia	0.09702260382708061	1
5081	Los pilotos españoles de Ryanair exigen una negociación sindical a la aerolínea  	negative		0.14710870371626664	2
5082	En la  hacen propaganda a  Otro ejemplo más claro para el Macrismo y su concepción sobre el estado no puede haber.	negative		0.0002280862502085878	2
5083	Anda algo más que apuntar a la lista de cosas que en mi puta vida 	negative		0.0003692526302270041	2
5084	  No fallan! Es Iberia en estado Puro 😂👎🏿	negative	@luisangelmate	0.14345022368093618	2
5085	IAG 2017 pasajeros: +4.1%. IAG transportó a 104,8 millones de pasajeros el pasado año, lo que supone un aumento an… 	neutral		0.001261390133138169	0
5086	'Ryanair' bromea con el aeropuerto a nombre de CR7 ¿Homenaje o burla? 20m 	neutral		0.9444779990928943	0
5087	 El año pasado ida a París y vuelta de Edimburgo por 50 y 25 euros respectivamente, en Iberia	positive	@fdans	0.13018888619836838	1
5088	  Espero que sea   mucho mejor que  porque después de un retraso de 3 horas,… 	negative	@palma_eva	8.817722760256087e-05	2
5089	 Hay news sobre la convocatoria de huelga de trabajadores del grupo Iberia para los días 21-24?	neutral	@vueling	0.055265872050085776	0
5090	Iberia cumple 90 años volando 	negative		0.25904246346744453	2
5091	La compañía aérea irlandesa Ryanair estudia aceptar también sindicatos de auxiliares de vuelo: - Para llevar a… 	neutral		0.36098675314847134	0
5092	Ryanair retiene durante tres horas a 180 pasajeros a bordo del vuelo Londres-Sevilla por la nieve  vía 	negative		0.7488965588993813	2
5093	Con razón están pidiendo tripulantes de cabina sin experiencia. Qué miedo😱 	negative		0.042207614670620924	2
5094	Iberia Plus cumple 25 años. Queremos celebrarlo... Elige tu número favorito y... ¡prepárate para ganar! 	neutral		0.03879345627763262	0
5095	Los pilotos españoles de Ryanair exigen una negociación sindical a la aerolínea  	neutral		0.14710870371626664	0
5096	 IB3111 Lisboa-Madrid. Debería haber salido a las 9:50 y ha salido a las 14:30. La niebla no ha durado tanto...	negative	@Iberia	0.003587660279095253	2
5097	Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] 	neutral		0.6450087684755177	0
5098	ElAccidente1 con Iberia esto no pasa!!!	positive		0.005988834607840196	1
5099	   Help Me Please!! Si viaja una pasajera con la solicitud de Asistencia x… 	neutral	@Floxie10	0.1036011615198992	0
5100	Gracias Ryanair, me ha dicho a que hora tengo que estar y que facture, no sabía que tenía que facturar para conseguir la tarjeta de embarque	negative		4.570095453238519e-10	2
5101	Bue-Mad por Iberia, viajé sola a visitar flia y a festejar mi cumple nro 25 años en Munich con mi hermana. 	neutral		0.06831763572462561	0
5102	Ryanair cierra el 2017 con 129 millones de pasajeros, el 10% más 	neutral		0.3566453748944149	0
5103	"""Iberia, una aerolínea 4 estrellas que une Buenos Aires-Madrid con vuelos directos""
(A tener en cuenta, AR ya fue)
"	positive		0.38200479327936543	1
5104	 E si son caras o fitur podemos ir igual 😂😂😂😂😂 con suerte o ryanair ou o alsa stan baratos xD	negative	@cris_92	0.01909733488286995	2
5105	"  El fundador de Vueling es murciano,se llama 
Carlos Muñoz y su socio Lázaro Ros.,uno de l… "	neutral	@Cayetano_Lopez	0.11273846224865097	0
5106	Iberia Express celebra su quinto aniversario con una oferta de 5.000 plazas a 5 euros  vía 	positive		0.9285141229590687	1
5107	  Yo creo que soy la única persona en España que todavía no ha tenido un retraso con Ryanair... A… 	negative	@anouc_cs	1.72491535284668e-05	2
5108	  Esa información no es cierta. Esta no es la mayor frequência en una década. Es además irrel… 	negative	@chefjoseandres	0.0026193048948505468	2
5109	Jorge Flavio Bujanda Dir. Arquitec Tecnológicas   Helena Herrero Presidenta y Consejera Delegada de… 	neutral		0.46127768308170247	0
5110	Aun con un nudo en mi garganta y el estomago apretado, con el corazon hecho trizas y las ganas de seguir llorando x… 	neutral		0.0029202670797036697	0
5111	" Desde que Iberia compró a AR ""nuestra"" linea aerea es de calidad mediocre y solo trae desventajas. No sirve más. FIN"	negative	@santosjorgeh	0.0006538109177744855	2
5112	Acabo de comprar un número de la lotería de Navidad a un señor que los estaba vendiendo en el vuelo de Madrid-Melil… 	neutral		0.4716742923040036	0
5113	descuentos en iberia express madrid super barato para comprar antes del 4 de enero [sweats nervously]	neutral		0.9645653346725908	0
5114	" Prefiero Feliz Navidad al genérico e insulzo ""felices fiestas""."	neutral	@Iberia	0.47530583900325063	0
5115	  PaSienSia	negative	@raqueli80	0.49789225920557484	2
5116	 Gracias  por hacer tan fácil viajar con mascotas y gracias a la tripulación por su amabilidad	positive	@Iberia	0.8142184403866787	1
5117	 Creo que está relacionado con IB plus... tampoco va 	neutral	@Iberia	0.009534698293284134	0
